DienTich,Phongngu,PhongTam,GiayTo,Loai,HuongCuaChinh,TinhTrangNoiThat,DiaChi,Gia,SoTang,DacDiem
36 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,75 tỷ - 36 m2",,
80 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","7,15 tỷ - 80 m2",,
45 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","7,45 tỷ - 45 m2",7,
380 m²,9 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Quảng Khánh, Phường Quảng An, Quận Tây Hồ, Hà NộiXem bản đồ",280 tỷ - 380 m2,9,
39 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà NộiXem bản đồ","3,8 tỷ - 39 m2",,
30 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Bồ đề, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","3,2 tỷ - 30 m2",,
44 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"tổ, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","3,6 tỷ - 44 m2",,
38 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","4,4 tỷ - 38 m2",,
40 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà NộiXem bản đồ","3,1 tỷ - 40 m2",,
50 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà NộiXem bản đồ","4,4 tỷ - 50 m2",,
32 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"ngọc thụy, Phường Ngọc Thụy, Quận Long Biên, Hà NộiXem bản đồ","2,9 tỷ - 32 m2",,
32 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Phố Đức Giang, Phường Đức Giang, Quận Long Biên, Hà NộiXem bản đồ","3,25 tỷ - 32 m2",,
32 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"nguyễn văn cừ, Phường Gia Thụy, Quận Long Biên, Hà NộiXem bản đồ","3,65 tỷ - 32 m2",,
50 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Thượng thanh, Phường Thượng Thanh, Quận Long Biên, Hà NộiXem bản đồ","3,55 tỷ - 50 m2",,
38 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Bồ Đề , Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","4,4 tỷ - 38 m2",,
32 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Rạng Đông, Phường Biên Giang, Quận Hà Đông, Hà NộiXem bản đồ","2,08 tỷ - 32 m2",5,
54 m²,2 phòng,1 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Yên Ninh, Phường Hàng Mã, Quận Hoàn Kiếm, Hà NộiXem bản đồ","16,9 tỷ - 54 m2",1,
41 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà NộiXem bản đồ","5,8 tỷ - 41 m2",5,
35 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"An Thắng, Phường Biên Giang, Quận Hà Đông, Hà NộiXem bản đồ","1,86 tỷ - 35 m2",4,
41 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà NộiXem bản đồ",4 tỷ - 41 m2,6,
51 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,1 tỷ - 51 m2",,
45 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Lê Thanh Nghị, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,5 tỷ - 45 m2",5,
75 m²,5 phòng,5 phòng,Đã có sổ,,Tây Nam,,"21,5 Dự Án Vimufuland đại kim, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ",22 tỷ - 75 m2,5,
37 m²,3 phòng,,,"Nhà mặt phố, mặt tiền",,,"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","4,5 tỷ - 37 m2",4,
80 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Nam,,"Hàng Vải, Phường Cửa Đông, Quận Hoàn Kiếm, Hà NộiXem bản đồ","27,9 tỷ - 80 m2",3,
45 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Lê Thanh Nghị, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,5 tỷ - 45 m2",5,
75 m²,5 phòng,5 phòng,Đã có sổ,,Tây Nam,,"21,5 Dự Án Vimufuland đại kim, Phường Đại Kim, Quận Hoàng Mai, Hà NộiXem bản đồ",22 tỷ - 75 m2,5,
37 m²,3 phòng,,,"Nhà mặt phố, mặt tiền",,,"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà NộiXem bản đồ","4,5 tỷ - 37 m2",4,
80 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Nam,,"Hàng Vải, Phường Cửa Đông, Quận Hoàn Kiếm, Hà NộiXem bản đồ","27,9 tỷ - 80 m2",3,
40 m²,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Phố Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,8 tỷ - 40 m2",,
55 m²,6 phòng,,,"Nhà ngõ, hẻm",,,"Phố Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","6,3 tỷ - 55 m2",4,
43 m²,6 phòng,,,"Nhà ngõ, hẻm",,,"Phố Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","4,9 tỷ - 43 m2",5,
38 m²,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà NộiXem bản đồ",4 tỷ - 38 m2,,
38 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Nguyễn Trí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ",13 tỷ - 38 m2,,
42 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,9 tỷ - 42 m2",,
31 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Hoà Bình, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,3 tỷ - 31 m2",5,
43 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,28 tỷ - 43 m2",3,
100 m²,6 phòng,,,"Nhà ngõ, hẻm",,,"Phố Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","6,1 tỷ - 100 m2",4,
56 m²,1 phòng,,,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ",4 tỷ - 56 m2,5,
40 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Phố Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","2,9 tỷ - 40 m2",,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","3,48 tỷ - 30 m2",4,
30 m²,2 phòng,2 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,,"Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","1,3 tỷ - 30 m2",2,
54 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,3 tỷ - 54 m2",,
69 m²,nhiều hơn 10 phòng,,,"Nhà ngõ, hẻm",,,"Yên Lạc, Phường Phố Huế, Quận Hai Bà Trưng, Hà NộiXem bản đồ",14 tỷ - 69 m2,,
98 m²,10 phòng,,,"Nhà mặt phố, mặt tiền",,,"Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà NộiXem bản đồ",30 tỷ - 98 m2,,
38 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Nguyễn Trí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà NộiXem bản đồ",13 tỷ - 38 m2,,
42 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,9 tỷ - 42 m2",,
31 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Hoà Bình, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,3 tỷ - 31 m2",5,
43 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Phố Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,28 tỷ - 43 m2",3,
100 m²,6 phòng,,,"Nhà ngõ, hẻm",,,"Phố Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","6,1 tỷ - 100 m2",4,
56 m²,1 phòng,,,"Nhà ngõ, hẻm",,,"Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ",4 tỷ - 56 m2,5,
40 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Phố Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","2,9 tỷ - 40 m2",,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","3,48 tỷ - 30 m2",4,
30 m²,2 phòng,2 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,,"Đông Thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","1,3 tỷ - 30 m2",2,
54 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,3 tỷ - 54 m2",,
69 m²,nhiều hơn 10 phòng,,,"Nhà ngõ, hẻm",,,"Yên Lạc, Phường Phố Huế, Quận Hai Bà Trưng, Hà NộiXem bản đồ",14 tỷ - 69 m2,,
98 m²,10 phòng,,,"Nhà mặt phố, mặt tiền",,,"Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà NộiXem bản đồ",30 tỷ - 98 m2,,
82 m²,8 phòng,,,"Nhà mặt phố, mặt tiền",,,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ","24,8 tỷ - 82 m2",,
99 m²,10 phòng,,,"Nhà mặt phố, mặt tiền",,,"Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà NộiXem bản đồ",68 tỷ - 99 m2,,
50 m²,6 phòng,,,"Nhà mặt phố, mặt tiền",,,"Linh Quang, Phường Văn Chương, Quận Đống Đa, Hà NộiXem bản đồ",20 tỷ - 50 m2,,
62 m²,5 phòng,,,"Nhà mặt phố, mặt tiền",,,"Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ",19 tỷ - 62 m2,,
80 m²,8 phòng,,,"Nhà mặt phố, mặt tiền",,,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà NộiXem bản đồ",24 tỷ - 80 m2,,
75 m²,8 phòng,,,"Nhà mặt phố, mặt tiền",,,"Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ",24 tỷ - 75 m2,,
38 m²,6 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà NộiXem bản đồ","9,5 tỷ - 38 m2",7,
41 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà NộiXem bản đồ","4,75 tỷ - 41 m2",4,
45 m²,6 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà NộiXem bản đồ","5,75 tỷ - 45 m2",5,
43 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Trần Quý Cáp, Phường Văn Chương, Quận Đống Đa, Hà NộiXem bản đồ","9,2 tỷ - 43 m2",5,
45 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Láng, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ",5 tỷ - 45 m2,5,
41 m²,8 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","4,55 tỷ - 41 m2",5,
37.2 m²,3 phòng,2 phòng,,"Nhà ngõ, hẻm",,,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","2,5 tỷ - 37.2 m2",3,
40 m²,5 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"213 giáp nhất, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","6,5 tỷ - 40 m2",5,
47 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Tư Đình, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","3,6 tỷ - 47 m2",5,
48 m²,3 phòng,1 phòng,,"Nhà ngõ, hẻm",,,"Phố Bạch Mai, Phường Trương Định, Quận Hai Bà Trưng, Hà NộiXem bản đồ","2,85 tỷ - 48 m2",,
29 m²,4 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,,,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà NộiXem bản đồ","3,5 tỷ - 29 m2",5,
45.5 m²,2 phòng,,,"Nhà mặt phố, mặt tiền",,,"Phố Yên Duyên, Phường Yên Sở, Quận Hoàng Mai, Hà NộiXem bản đồ","5,3 tỷ - 45.5 m2",,Nở hậu
45 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây,,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,5 tỷ - 45 m2",3,
50 m²,6 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Phố Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà NộiXem bản đồ",9 tỷ - 50 m2,5,
44 m²,3 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Phố Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Hà NộiXem bản đồ",20 tỷ - 44 m2,,
36 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà NộiXem bản đồ","3,6 tỷ - 36 m2",5,
25 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà NộiXem bản đồ","2,9 tỷ - 25 m2",4,
53.9 m²,2 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà NộiXem bản đồ","4,85 tỷ - 53.9 m2",,
18 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Lệnh Cư Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà NộiXem bản đồ","1,9 tỷ - 18 m2",4,
50 m²,4 phòng,5 phòng,,"Nhà ngõ, hẻm",,,"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,3 tỷ - 50 m2",,
40 m²,3 phòng,4 phòng,,"Nhà mặt phố, mặt tiền",,,"undefined, Phường Vạn Phúc, Quận Hà Đông, Hà NộiXem bản đồ",4 tỷ - 40 m2,,
42 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Ngõ 320 Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,26 tỷ - 42 m2",5,
50 m²,2 phòng,2 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Đông,,"KĐT Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà NộiXem bản đồ","6,85 tỷ - 50 m2",2,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây,,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","3,399 tỷ - 30 m2",4,
44 m²,2 phòng,2 phòng,Giấy tờ khác,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ  70 Phố Thạch  Cầu Long Biên, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ",980 triệu - 44 m2,,
37.0998 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ Khâm Đức, Phường Trung Phụng, Quận Đống Đa, Hà NộiXem bản đồ","4,35 tỷ - 37.0.998 m2",4,
25 m²,1 phòng,1 phòng,Giấy tờ khác,"Nhà mặt phố, mặt tiền",,Nhà trống,"Phố 8.3, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","1,25 tỷ - 25 m2",,
76.0998 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,Nội thất đầy đủ,"Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà NộiXem bản đồ","6,8 tỷ - 76.0.998 m2",3,
25 m²,5 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà NộiXem bản đồ","3,5 tỷ - 25 m2",5,
82.5 m²,5 phòng,5 phòng,Đã có sổ,Nhà phố liền kề,,Bàn giao thô,"Khu Liền Kề 23, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","14,5 tỷ - 82.5 m2",,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Thạch Bích, Xã Bích Hòa, Huyện Thanh Oai, Hà NộiXem bản đồ",18 triệu - 30 m2,3,
43 m²,1 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Ngõ 147, Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà NộiXem bản đồ","4,15 tỷ - 43 m2",1,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Ngõ 210 Phố Đức Giang, Phường Thượng Thanh, Quận Long Biên, Hà NộiXem bản đồ","2,9 tỷ - 30 m2",3,
30 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Lý Quốc Sư, Phường Hàng Trống, Quận Hoàn Kiếm, Hà NộiXem bản đồ","10,8 tỷ - 30 m2",5,
22 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Đê Tô Hoàng, Phường Cầu Dền, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,5 tỷ - 22 m2",4,
90 m²,6 phòng,,,"Nhà mặt phố, mặt tiền",,,"Phố Hoàng Hoa Thám, Phường Nguyễn Trãi, Quận Hà Đông, Hà NộiXem bản đồ",23 tỷ - 90 m2,7,
40 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà NộiXem bản đồ","3,85 tỷ - 40 m2",5,
94 m²,4 phòng,,,Nhà phố liền kề,,,"Phố Tống Tất Thắng, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ","12,6 tỷ - 94 m2",4,
67 m²,4 phòng,5 phòng,,"Nhà ngõ, hẻm",,,"Vũ Phạm Hàm, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","13,5 tỷ - 67 m2",4,
48 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ 318 La Thành, Đống Đa, Hà Nội, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","4,5 tỷ - 48 m2",5,
51 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Nguyễn Cao, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,2 tỷ - 51 m2",,Hẻm xe hơi
34 m²,1 phòng,1 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Nam,,"100, Phố Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà NộiXem bản đồ","21,5 tỷ - 34 m2",2,
30 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Nguyễn Văn cừ, Phường Nhật Tân, Quận Tây Hồ, Hà NộiXem bản đồ","6,9 tỷ - 30 m2",,
270 m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Đã có sổ,,Đông Nam,,"LK3-4-5, dư dụ, Xã Thanh Thùy, Huyện Thanh Oai, Hà NộiXem bản đồ",15 tỷ - 270 m2,45,
56 m²,5 phòng,5 phòng,Đã có sổ,,Tây,,"1, yên hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","13,9 tỷ - 56 m2",3,
200 m²,3 phòng,3 phòng,Đã có sổ,,Đông,,"Trung Yên 9, Phường Trung Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ",5 tỷ - 200 m2,2,
75 m²,4 phòng,,Đã có sổ,Nhà phố liền kề,,Nội thất đầy đủ,"VAN PHÚC HÀ ĐÔNG HÀ NỘI, Phường Vạn Phúc, Quận Hà Đông, Hà NộiXem bản đồ","13,9 tỷ - 75 m2",,
44 m²,5 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ 148 Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà NộiXem bản đồ","3,85 tỷ - 44 m2",,
111 m²,3 phòng,2 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Bắc,,"Quốc lộ 286, Xã Phù Lỗ, Huyện Sóc Sơn, Hà NộiXem bản đồ","3,6 tỷ - 111 m2",2,
30 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Ngõ 39 Đường Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà NộiXem bản đồ","2,95 tỷ - 30 m2",5,
40 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Ngõ 193 Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà NộiXem bản đồ","2,7 tỷ - 40 m2",3,
42 m²,3 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Phố Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","14,9 tỷ - 42 m2",7,
90 m²,6 phòng,Nhiều hơn 6 phòng,Đã có sổ,Nhà phố liền kề,,Nội thất đầy đủ,"Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ","14,5 tỷ - 90 m2",5,
38 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"ĐƯỜNG NAM DƯ, Phường Lĩnh Nam, Quận Hoàng Mai, Hà NộiXem bản đồ","3,45 tỷ - 38 m2",4,
30 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"54, Gõ 250/80 Phan trọng Tuệ, Xã Thanh Liệt, Huyện Thanh Trì, Hà NộiXem bản đồ","3,2 tỷ - 30 m2",5,
30.7999 m²,1 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Tân Ấp ,Ngõ 71/72 P,Phúc Xá ,Bà Đình Hn, Phường Phúc Xá, Quận Ba Đình, Hà NộiXem bản đồ","2,85 tỷ - 30.7.999 m2",,
40 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây,,"ngọc thụy, Phường Ngọc Thụy, Quận Long Biên, Hà NộiXem bản đồ","4,8 tỷ - 40 m2",5,
40.2 m²,2 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"52/11/76, Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà NộiXem bản đồ","2,99 tỷ - 40.2 m2",3,
32 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà NộiXem bản đồ","3,85 tỷ - 32 m2",3,
38 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà NộiXem bản đồ","4,5 tỷ - 38 m2",3,
35 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","5,25 tỷ - 35 m2",4,
50 m²,6 phòng,6 phòng,Đã có sổ,Nhà phố liền kề,,Nội thất cao cấp,"Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà NộiXem bản đồ",13 tỷ - 50 m2,7,
30 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà NộiXem bản đồ","4,3 tỷ - 30 m2",5,
35 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,5 tỷ - 35 m2",9,Nở hậu
48 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Phố Hàng Bún, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà NộiXem bản đồ","31,5 tỷ - 48 m2",4,
